Names,NAB_M9,CAB_M9,NAB_M9T,CAB_M9T
b0001,0,0,0,0
b0002,324.888451666667,159.2075525,400.083827,146.60875
b0003,276.869338,151.654068,328.5771855,137.596925
b0004,194.397818333333,90.614437,253.3243155,107.465135
b0005,23.0132986666667,9.933262,19.336721,13.972421
b0006,99.6039453333333,84.838831,87.899161,95.044817
b0007,5.09105033333333,5.695044,5.59243,8.4133
b0008,1040.82738933333,1023.6246275,939.63772,966.422133
b0009,55.705352,65.589633,57.300069,78.286944
b0010,13.6701246666667,12.15528,11.503599,7.039766
b0011,11.297451,13.1943415,13.532878,19.271341
b0012,0,0,0.3522475,0
b0013,1.01656866666667,0,0.900975,0
b0014,679.573154333333,382.402045,816.1071805,455.102624
b0015,145.463323666667,117.9819265,186.1749915,153.035651
b0016,174.088677666667,167.7708015,193.7649155,175.463844
b0018,81.0855253333333,80.512971,60.9488365,62.069529
b4412,15.6643973333333,0,0,101.666281
b0019,65.9023926666667,74.9099415,57.9734745,90.608234
b0020,81.9205473333333,93.0786265,76.424794,100.144714
b0021,45.596237,27.739044,25.8857175,20.174962
b0022,184.112578,138.548184,132.1840615,120.733678
b0023,1836.862935,1457.3763545,2195.4437215,1355.620823
b0024,0,0,1.4419045,8.29309
b0025,508.671921,531.351842,558.6296065,589.065298
b0026,207.226417,195.5593585,191.9904245,201.319684
b0027,86.6339183333333,85.100112,114.351132,143.122449
b0028,64.593405,71.8150505,77.333677,83.233369
b0029,136.418656333333,140.6911155,135.2358705,144.128144
b0030,3.641674,4.308901,4.7107815,5.446942
b0031,320.361013333333,298.016258,321.846768,292.729776
b0032,32.104868,13.811501,85.706319,29.54174
b0033,35.7327056666667,20.458749,87.954881,32.021548
b0034,23.402261,25.365786,25.136288,35.201558
b0035,2.37818133333333,2.3199065,4.35703,10.257833
b0036,1.070402,1.4043055,1.6027805,3.83633
b0037,5.492444,8.082365,5.750404,8.030989
b0038,5.08961066666667,7.4604185,5.9655825,8.887544
b0039,11.787248,9.312521,11.460356,10.495305
b0040,1.01098033333333,1.137599,1.601897,0.620659
b0041,1.65194566666667,1.7639535,2.144612,3.449574
b0042,1.86886133333333,0.951139,1.3912955,0.748495
b0043,1.14453466666667,1.280778,1.6102535,1.006699
b0044,0.794789333333333,0,3.2919855,4.915445
b0045,1.452208,1.4552575,2.4471585,1.930895
b0046,10.356155,11.444461,12.4098535,22.594327
b0047,19.1579116666667,23.5107645,20.099641,21.475681
b0048,108.808568333333,172.905892,121.5367495,153.59492
b0049,99.203968,91.8894125,82.309445,88.715423
b0050,60.5002463333333,60.1919925,58.638893,41.169525
b0051,59.7321483333333,46.34963,63.712594,50.439592
b0052,86.0115103333333,63.4735335,88.5947075,58.887521
b0053,239.445416,224.26997,219.0057945,201.591507
b0054,276.331516666667,279.9498055,256.2208075,290.15273
b0055,57.528089,50.637402,48.900117,60.510295
b0056,71.3015016666667,93.485132,68.5304095,93.467869
b0057,1462.43811366667,2351.201543,1507.310265,2551.398436
b0058,35.9380046666667,58.6344945,37.653309,47.235582
b0059,30.977414,39.7509785,29.8406235,44.187057
b0060,10.8194993333333,12.492493,8.279376,13.76486
b0061,1.279746,0.3047135,0.195379,0
b0062,1.89915633333333,2.409083,2.4711175,2.088425
b0063,1.791631,1.1893515,1.3870415,1.625928
b0064,51.9777166666667,56.1377695,48.6536875,62.430704
b0065,62.8966343333333,55.6037165,64.277358,78.735869
b0066,8.37504,6.164162,10.738304,10.224256
b0067,3.52421966666667,2.900407,3.0174015,2.309578
b0068,18.4599916666667,12.9937915,16.715142,17.312366
b0069,13.270146,15.254264,15.839309,17.519247
b4662,49.003451,46.517241,16.812831,48.857492
b0070,43.39622,44.5602465,42.6642575,42.345262
b0071,684.863522,333.370849,301.3156775,226.220522
b0072,958.885491666667,853.057211,457.0871445,426.027121
b0073,573.583396666667,759.7692645,273.2322185,225.346261
b0074,1095.97515466667,1803.728513,495.737298,459.412528
b0075,0,0,0,0
b0076,8.658472,17.6633795,7.5531985,11.552811
b4726,0,0,0,0
b0077,315.484857666667,299.595395,289.737308,319.951794
b0078,699.048554333333,595.1950925,617.3599245,638.172159
b0080,123.352483333333,127.581926,152.304241,138.169717
b0081,3293.598143,3885.3106695,3472.4207025,4259.2337
b0082,288.028627666667,307.08773,274.241928,279.562756
b0083,151.266491,177.5536415,137.1474245,173.869006
b0084,201.588065333333,204.294325,187.8454605,172.363028
b0085,155.777674666667,179.64055,157.2918005,155.757807
b0086,102.575065333333,110.032675,90.7319075,94.228062
b0087,65.3929783333333,65.753844,64.116644,54.623657
b0088,85.70678,98.658911,90.9303795,87.848857
b0089,119.005408666667,118.742784,114.856034,116.384956
b0090,110.132083666667,104.1098165,108.91588,89.604916
b0091,107.895158333333,109.690083,101.6569635,93.674676
b0092,273.073092,260.8724885,256.9427885,242.587342
b0093,660.085946,762.5669215,777.4998075,871.651316
b0094,355.277861333333,413.495763,396.6021325,479.546442
b0095,747.840452666667,877.742243,707.8527305,854.199979
b0096,244.802950666667,254.4686545,246.7823,308.727321
b0097,76.3290773333333,81.337002,91.3618075,99.29382
b0098,151.544719333333,140.417347,137.993965,127.266046
b0099,37.0183806666667,31.0011685,51.2623935,33.24902
b0101,207.468028333333,199.895016,139.8289755,144.761474
b0102,48.1174796666667,56.5837425,55.1598065,67.423214
b0103,157.062744333333,191.8021985,147.995262,186.624597
b4727,0,0,0,0
b0104,181.671221666667,201.2139625,204.64234,223.777857
b0106,7.24620366666667,7.1801305,6.350543,6.290219
b0107,6.41540166666667,5.08698,5.5362275,6.211346
b0108,0,0.4640375,0.380265,0
b0109,93.823254,82.5479645,74.7772045,82.290212
b0110,160.972289,188.9845265,115.9608075,146.135463
b0111,23.7341273333333,24.0729765,16.7086065,28.578041
b0112,160.81787,29.1874805,120.373881,35.103126
b0113,281.068548666667,399.048961,312.4354835,422.582387
b0114,885.98373,997.871599,737.0902245,894.806509
b0115,763.18161,826.9907375,654.501326,738.697087
b0116,1316.97183466667,1619.6796635,1127.9773965,1639.066445
b0117,4.957576,5.3140645,4.7227775,6.216736
b0118,344.611710333333,350.2854565,289.5477015,381.413187
b0119,633.464714666667,638.308468,436.332168,627.204175
b0120,222.646240666667,184.2352235,263.2701645,223.193985
b0121,168.497616333333,152.978226,184.7449985,164.88557
b0122,89.1327023333333,64.7084325,57.028466,86.06643
b0123,30.7692593333333,30.105403,26.990182,34.410673
b0124,168.993507333333,192.945517,102.1928285,187.749562
b0125,267.321043,267.5019405,238.479158,256.840535
b0126,600.229808666667,596.186771,543.189382,598.397472
b0127,261.584190666667,294.3949985,276.091029,314.279636
b0128,41.8107886666667,41.848725,39.04177,44.351662
b0129,10.1242493333333,7.297801,8.603216,10.607515
b0130,21.7964133333333,26.410967,21.3768335,25.277152
b0131,861.997248333333,827.746107,538.42554,571.676246
b0132,193.568510666667,173.6305015,170.3020825,149.701778
b0133,161.725029333333,155.7741655,129.652516,148.296384
b0134,173.425383333333,179.1461215,165.182786,173.647751
b0135,4.200454,5.251412,3.852681,2.900622
b0136,2.22585666666667,3.7012345,3.33112,5.049394
b0137,14.1373743333333,15.169102,14.076577,13.39
b0138,8.99402866666667,11.7331915,10.5124505,14.735415
b0139,1.21681666666667,2.2527435,2.3491015,3.363432
b0140,0,0.8351635,0.5268065,1.043333
b0141,0,0.3956355,0.494606,0
b0142,103.462571,82.367093,103.371696,83.965223
b0143,108.193352333333,110.546713,127.9666465,109.96874
b0144,35.628341,38.182853,27.7432295,29.43982
b0145,4208.118787,5741.2641015,4463.865196,6156.273705
b0146,208.204241333333,240.224581,173.3807855,295.051547
b0147,24.343547,20.4838435,21.3041505,13.904201
b0148,35.1797653333333,31.691649,33.8893265,33.793413
b0149,53.373891,51.532038,50.3030915,52.754174
b0150,450.312030333333,427.724744,404.989185,438.823986
b0151,67.5428236666667,64.3232345,59.793668,65.712098
b0152,48.601438,44.584006,46.6453985,41.534006
b0153,31.767474,28.0682005,31.7386135,24.245298
b0154,74.5952223333333,74.7583285,65.9915855,76.947509
b0155,40.340065,41.1393695,29.9992505,33.461951
b4728,0,0,0,0
b0156,221.469043,247.6479265,255.262645,251.433773
b0157,14.318756,13.1966415,19.5598025,14.819028
b0158,19.563267,18.569003,19.2641365,11.67257
b0159,185.00414,223.2817525,200.100613,226.637686
b0160,69.9684213333333,77.196668,64.413495,71.621888
b0161,148.004131666667,161.3736935,179.914899,170.226151
b0162,17.747332,17.7492965,20.5017185,17.781874
b0163,734.780536333333,942.66867,691.971837,959.613515
b0164,7.19734233333333,6.610742,8.566679,6.859525
b0166,495.930738,476.2074735,525.8116855,451.668273
b0167,58.5056853333333,85.91577,55.103794,84.217002
b0168,252.478985666667,295.9086345,303.256459,363.810914
b0169,2098.58745033333,1735.112153,2716.5771405,2282.919939
b0170,1357.907722,1191.270044,1543.83028,1441.389416
b0171,203.120672,189.725183,274.6437715,207.977876
b0172,1297.184015,1282.5384135,1383.8222625,1285.387169
b0173,29.649015,33.1131295,21.274145,19.263401
b0174,272.136904,290.57086,346.137592,334.763462
b0175,183.970099333333,165.9528255,170.4538575,188.055925
b0176,249.849024666667,245.750145,275.864071,256.727043
b0177,261.743721333333,245.6148445,252.8886765,216.826492
b0178,725.888026,657.644,564.4555775,532.825564
b0179,444.708842,431.8674025,429.3836845,426.607865
b0180,1654.08045366667,1623.8061565,1532.6304085,1812.439081
b0181,127.950139,111.347468,109.525654,111.131822
b0182,128.858565333333,117.041637,128.172578,114.981087
b0183,79.153493,66.1713505,60.7018105,36.788444
b0184,73.4816753333333,61.064668,73.160581,60.530183
b0185,130.414945,133.958075,145.2502785,147.088423
b0186,59.3535766666667,77.5781525,39.436349,63.897005
b0187,57.497673,47.4755475,30.2444455,31.803411
b0188,49.2904496666667,48.317845,46.4942715,42.302714
b0189,75.6440606666667,63.2943615,51.592531,76.887957
b4406,62.4523456666667,59.967995,39.204951,64.955375
b0190,67.2352913333333,88.4372835,68.0695945,88.081518
b0191,98.321384,75.8909545,69.2704385,75.758187
b0192,64.596731,62.2215495,53.263963,62.606335
b0193,8.15873933333333,4.109526,7.8045105,9.409756
b0194,124.322991333333,103.823407,133.471505,111.721654
b0195,18.276107,9.943955,24.7133045,8.362436
b0196,265.576443,266.817023,258.1635675,327.249367
b0197,1685.53601566667,2816.335468,1896.998462,2628.785596
b0198,137.370331666667,185.1635385,186.9870625,229.539344
b0199,193.369586,202.885586,256.5941155,339.71704
b0200,183.065886,178.22536,145.5464755,194.507618
b0207,214.103912666667,209.893949,112.9250595,104.96899
b0208,24.98834,25.231289,23.2450995,24.12217
b0209,231.081432666667,201.205704,153.8952505,177.423062
b0210,33.514172,29.76019,39.2299945,41.762717
b0211,163.737628666667,123.3766775,180.5674255,121.554201
b0212,167.067135666667,104.2841065,118.734479,101.371074
b0213,42.188452,50.0602615,38.6723965,58.390479
b0214,108.982606333333,92.8657745,78.6149765,85.412758
b0215,258.82459,243.607357,184.0337605,238.950575
b0217,2.936563,5.4648155,4.175505,1.918165
b4586,0.612425333333333,2.572768,0.678471,2.047932
b0218,0,6.606536,1.2256755,14.71758
b4503,16.0709663333333,13.1907645,3.76969,0
b0219,77.4517153333333,89.389121,66.4659915,93.13849
b0220,864.398416,885.6007425,549.5305915,740.331994
b0221,17.8054946666667,26.126908,19.6982755,35.122505
b0222,338.483060333333,334.8661485,299.8761895,354.853277
b0223,61.8031486666667,55.425517,44.4686395,69.872642
b0224,384.425340666667,441.4569695,435.386415,483.58469
b0225,71.1044796666667,59.9109775,73.481832,106.631685
b0226,381.381121,371.9729885,254.6452975,388.877253
b0227,14.875345,23.9326625,10.621181,18.456571
b0228,45.3485466666667,46.5132515,39.7958625,58.804965
b0229,4.08935433333333,5.001463,5.4445025,6.271756
b0230,6.441093,5.0395215,5.372488,4.561698
b0231,14.5658263333333,14.1992985,13.689726,17.086436
b0232,23.9818866666667,38.3010205,23.753108,21.335102
b0233,27.1780326666667,28.721085,25.0314835,20.860609
b0234,4.15918133333333,4.894478,4.880495,2.25443
b0235,6.008046,1.1452705,0.924195,0
b0236,1.209316,0.506066,0.3244615,0
b0237,491.032393,438.927952,332.8579185,378.259502
b0238,99.549031,119.7377195,118.2823345,116.872579
b0239,83.083634,83.5964325,52.4700785,77.327842
b0240,5.10262966666667,5.8193305,0.889315,10.995557
b0241,3.79939566666667,4.466993,4.4416465,6.770097
b0242,90.1441523333333,98.566997,93.869231,95.645164
b0243,262.013459,329.3622545,253.724148,306.582628
b4626,0,0,0,0
b0245,0,0.7234075,1.762804,0
b0246,1.28601066666667,1.0959645,0.7050475,4.11341
b4504,0,0,0,0
b0247,0.643051333333333,0,0,0
b0248,9.21599,3.486764,3.953186,3.307714
b0249,3.373949,0,0,0
b0250,86.411298,87.3620065,138.5679325,149.472326
b0251,4.46283933333333,9.226809,6.1719725,5.828246
b0252,1.580094,2.0873445,2.1174175,4.053182
b0253,22.0812173333333,27.5546005,15.4773815,18.501237
b0254,6.35524433333333,5.8297925,7.8038865,8.831145
b4587,25.5726,29.7289215,25.575258,21.41695
b0256,141.797839,143.1501375,130.2871435,137.099682
b0258,16.2988446666667,19.1183375,18.720047,22.374462
b0259,2662.205506,2594.745192,2382.9649535,2517.53035
b0260,15.8965173333333,30.4670915,24.6085765,50.058963
b0261,40.2918046666667,86.5748495,51.688984,90.594119
b0262,4.29528166666667,2.523164,3.6598185,4.889305
b0263,3.88986233333333,0,1.1634125,1.747782
b0264,36.651674,42.558454,30.957127,24.502539
b0265,98.060045,97.6617485,55.337888,79.775281
b0266,85.9162276666667,82.564684,65.000316,64.036978
b0267,2.50648766666667,3.57343,1.8331535,2.589646
b0268,0.853298666666667,0.6778785,1.451206,1.962613
b0269,2.94514466666667,2.6093685,2.223853,1.528438
b0270,3.32668766666667,3.2723465,1.944073,1.845203
b0271,3.25393366666667,6.584933,4.378378,3.849297
b0272,40.6817833333333,36.4541015,47.7042565,43.846724
b0273,48.4086006666667,69.4659145,36.3737865,43.306926
b4688,0,12.6781525,0,0
b0276,18.5564316666667,18.5634515,18.2343715,21.240051
b0277,10.6243183333333,8.7700715,9.9897075,12.034881
b0278,6.18552433333333,7.6118135,5.689423,5.112128
b0279,3.31877033333333,2.0970555,2.1240035,0
b4729,2.47588133333333,0,5.242207,0
b0280,301.134570666667,266.6673615,277.1097165,219.221974
b0281,121.357241666667,126.2146575,105.033825,131.714142
b0282,12.6861463333333,19.5968325,11.8497995,15.88915
b0283,4.97612033333333,10.6256885,7.5947285,8.062874
b0284,9.61575633333333,13.566377,7.432994,9.846061
b0285,4.495927,7.040445,4.7685675,5.497414
b0286,4.19074,11.1805705,3.2354785,8.682547
b0287,394.914169666667,551.2118515,280.7640365,436.750197
b0288,16.64565,15.14912,15.4481965,17.340831
b0289,22.8938166666667,20.96093,14.3888375,26.593841
b0290,10.4550716666667,8.9061575,9.4121505,10.337851
b0291,3.52529833333333,3.4090755,4.0334645,3.815989
b0292,4.41889866666667,5.0690675,1.61488,4.243025
b0293,18.1229576666667,19.234625,19.3639125,16.98679
b0294,5.48269933333333,4.0471935,1.685531,0.732702
b0295,158.863172666667,144.3390585,147.046781,156.85094
b4506,0,6.8647335,0,0
b0296,37.1274576666667,37.9930505,34.084976,40.380195
b4671,0,0,0,0
b4630,0,0,0,0
b0297,0.606145666666667,0.1607715,0,1.215267
b0298,553.864942333333,567.730273,489.987873,560.221685
b0299,20.9611563333333,24.588259,23.492127,23.445269
b0300,30.662027,34.039621,27.8890745,19.807531
b0301,9.276733,13.693643,9.17783,7.269683
b0303,2.585259,7.6757785,1.2265135,0
b0304,35.312154,41.7074985,29.8047815,36.645869
b0305,5.45885433333333,7.9565165,6.8340165,11.943062
b0306,11.6657133333333,14.023285,13.163562,20.66962
b0307,15.1972176666667,13.956809,13.149034,16.202995
b0308,15.4098533333333,21.459455,18.4848465,23.435315
b0310,3.05702533333333,4.591453,4.244182,4.243025
b0311,20.0881536666667,23.1196685,19.1541005,19.733983
b0312,20.9826836666667,23.97664,24.265532,27.80681
b0313,24.4363526666667,26.539458,26.2830885,28.065131
b0314,35.798903,35.583434,31.512953,44.46651
b4730,0,0,0,0
b0315,15.1112693333333,27.5740975,14.852894,28.824905
b0316,11.2013946666667,13.4361855,10.6491005,9.476372
b0317,4.88149133333333,7.096389,8.9453675,12.532206
b0318,9.60448533333333,11.601175,12.9587175,16.208947
b0319,0.363887333333333,0.667085,0.563348,1.261448
b0320,3.01512666666667,3.9213545,2.5014125,2.016914
b0321,2.179076,1.7693425,1.350936,1.56551
b0322,0,0,0,0
b0323,0.562085,0.4919235,1.716879,2.956475
b0324,37.837777,38.068323,30.4949455,31.599104
b0325,234.923474333333,165.7795315,193.522599,116.262484
b0326,0.748792333333333,0.42348,1.506284,0.454965
b0327,0,4.4344515,8.8819245,0
b0328,9.97947633333333,10.6997635,12.3925715,13.847594
b0329,1709.45857466667,2385.096285,1298.3393255,1919.625808
b0330,13.9573463333333,22.627144,8.942989,18.216693
b0331,1.31094366666667,2.7996855,1.4760745,2.419457
b0333,1.17445866666667,1.2476155,0.7729945,2.548153
b0334,0.624235,0.5828945,0.5838515,0.435172
b0335,6.82436466666667,5.4106365,8.9821185,10.902619
b0336,11.6893536666667,6.2569245,24.3999685,11.62335
b0337,31.5321056666667,25.858773,50.5536375,31.296824
b0338,10.2840906666667,9.741525,11.188268,6.762702
b0339,1.626202,0.2436475,0.6126385,0.618568
b0340,8.44795833333333,10.436578,6.640805,11.622163
b0341,3.39770866666667,2.615076,2.0320885,3.165123
b0342,18.2245363333333,28.489206,14.7410445,24.987783
b0343,5.03132233333333,5.522441,3.616796,5.715947
b0344,0.785211333333333,0.906243,0.658845,0.466459
b0345,30.228007,36.1273715,25.341119,39.016898
b0346,95.7443563333333,109.228184,64.7150715,100.191815
b0347,1.125395,2.3611905,1.3845075,2.407638
b0348,3.54074,3.988484,4.867524,11.18014
b0349,2.56720633333333,2.838035,3.7885795,4.184913
b0350,6.74630033333333,5.7342665,5.8665245,6.894793
b0351,4.46004466666667,4.721121,5.5716,7.391187
b0352,7.16924166666667,7.608845,9.733293,11.211448
b0353,17.8576143333333,15.8569975,16.4653295,16.529261
b0354,174.288254666667,170.7458275,161.2962845,176.730335
b0355,8.68439833333333,8.38735,15.5082075,7.944725
b0356,15.6645696666667,19.6011175,20.8058325,19.361058
b0357,6.18443166666667,9.5831155,7.9815265,5.302834
b0358,10.4712163333333,13.841174,10.605875,15.192393
b4579,2.781153,2.504873,1.837153,9.062854
b0360,387.956152333333,397.980421,302.0666365,394.425059
b0361,148.568195333333,140.3942525,104.593108,121.083681
b0363,5.102438,4.5937955,4.8288575,3.31459
b4731,0,0,0,0
b0364,0.600907333333333,2.759731,2.4034655,0.802364
b0365,16.9842866666667,22.097538,3513.0416515,29.078791
b0366,14.407354,17.0111975,2958.759239,25.273083
b0367,6.66264466666667,4.5485675,943.992524,11.145644
b0368,6.57005,6.1511855,775.742151,10.715057
b0369,152.872914,153.9428165,128.0956255,152.696108
b4580,7.51670533333333,8.0507245,6.5816595,9.023086
b0375,0.217869333333333,0.716655,0.229611,1.347184
b0376,59.0334023333333,55.2123515,43.581308,41.586642
b0377,27.1361476666667,26.3317505,17.909517,31.414625
b0378,46.6113303333333,50.9713175,41.7738445,49.553509
b0379,5.103711,2.025759,5.088136,2.167257
b0380,44.531225,33.183704,43.0449845,22.008033
b0381,86.073079,98.3740265,41.1085715,68.636227
b0382,1149.445974,2228.854302,1399.2917225,2244.882327
b0383,23.9412136666667,32.742652,23.521994,23.093824
b0384,284.657233,474.609636,238.4780245,444.948865
b0385,4.07631466666667,4.4533655,3.946364,7.211016
b0386,85.215344,86.5520725,100.672709,125.025572
b0387,63.80315,69.301821,60.660994,66.15429
b0388,1017.98393233333,122.830604,593.1509115,161.13342
b0389,567.70348,393.842048,530.377636,464.895397
b0390,35.8730776666667,18.8526555,31.730167,20.200025
b0391,38.9557293333333,24.092778,26.031529,20.041584
b0392,34.5345686666667,44.831199,24.6904285,38.047049
b4732,0,0,0,0
b0393,114.957238666667,121.375013,124.2317135,122.316683
b0394,108.669215,147.223566,121.349782,173.887524
b0396,23.201394,26.145769,17.738493,25.079692
b0397,46.6206323333333,48.4232495,42.294648,47.403704
b0398,21.4818073333333,20.488717,19.723679,23.246462
b0399,33.5705736666667,42.8158865,38.386787,36.466699
b0400,31.7199263333333,37.574844,35.8513095,40.425854
b0401,25.311461,25.820606,12.7878255,22.206591
b0402,20.5803863333333,17.6627805,12.116294,17.202856
b0403,34.5292616666667,30.178911,28.4351305,35.203032
b0404,12.086553,11.999414,8.2445285,12.008522
b0405,45.0183916666667,44.0601085,46.5708085,40.842598
b0406,104.96995,88.4632765,144.005345,105.824373
b0407,649.458899,532.55284,739.3247765,648.577616
b0408,113.327855666667,105.79901,122.903016,107.719407
b0409,95.8603773333333,74.617693,93.5869015,76.119721
b0410,605.161137333333,789.146403,744.32412,1097.786097
b0411,133.515107333333,111.0966475,197.633272,140.80379
b0412,32.4494813333333,41.4620475,32.9760465,43.971184
b0413,446.299416666667,445.4469705,348.8935195,424.148129
b0414,166.541825666667,192.259631,121.3911525,156.870252
b0415,96.8591556666667,99.8857955,113.8597195,92.977301
b0416,193.437816666667,138.99808,180.421227,85.570933
b0417,73.2271596666667,76.3708685,58.348701,60.903483
b0418,181.391687,144.4086905,148.6411105,156.968433
b0419,338.687232,407.657161,213.027286,322.91472
b0420,38.898593,34.2021905,40.3686165,29.773103
b0421,169.173005333333,185.743137,178.1396075,171.056582
b0422,281.513707333333,277.7473505,308.6905535,252.943094
b0423,58.400805,43.2088125,42.9628705,41.879631
b0424,126.130605333333,168.2686575,110.807789,145.807772
b0425,178.432548666667,209.895054,137.2918755,182.498055
b0426,1399.41017333333,1414.27978,1310.148566,1345.176446
b0427,12.4556393333333,11.435374,16.797574,13.356277
b0428,1410.19320366667,1072.0004555,998.255329,1172.630001
b0429,123.050195,123.734544,138.9323865,227.357562
b0430,358.136933,322.114103,305.8087715,390.595208
b0431,302.335209333333,247.606228,265.9780085,322.017855
b0432,522.754808666667,450.380812,503.902227,591.920587
b0433,13.102883,12.7712975,18.040762,13.656445
b0434,78.230752,68.622772,94.055886,86.254315
b0435,721.454952666667,1022.2196215,607.9649045,1042.749478
b0436,760.501086333333,670.811068,823.6970885,617.61962
b0437,497.620772,503.2620325,411.226607,553.019199
b0438,520.389110666667,579.7895675,453.007754,572.285597
b0439,311.864230333333,320.35454,341.7874845,356.505486
b0440,4862.593983,4899.354116,5253.3815855,4927.953977
b0441,187.725676333333,170.259028,153.361853,142.870036
b0442,94.71789,115.235086,72.4062415,118.963814
b0443,42.746887,54.834112,36.665968,63.972535
b0444,103.235202666667,113.7879455,99.6840925,138.897109
b0445,5.56925266666667,5.1671005,5.7565055,4.155149
b0446,10.1779243333333,8.893274,12.7604055,11.316047
b0447,27.4966833333333,21.3540385,34.457646,22.05143
b0448,12.3076546666667,8.6295405,12.3195785,8.954803
b0449,7.53906466666667,5.5216415,8.57592,7.7043
b0450,0.784562,0.9785705,0,0
b0451,20.773878,20.5581865,22.5480935,25.419154
b0452,42.1191463333333,37.7684725,25.9767665,39.714274
b0453,77.8008093333333,92.189742,68.5236995,116.899391
b0454,49.1072556666667,35.7788015,38.592119,37.585849
b0456,82.6024546666667,81.0979085,63.52545,114.275353
b0457,21.8686296666667,26.667782,16.7057255,21.531824
b0458,45.5343646666667,29.8136235,36.8812325,34.866488
b0459,83.1047256666667,98.9703895,58.5496665,73.475931
b0460,738.629426333333,745.784023,484.0994405,447.826875
b0461,184.318622333333,252.537522,166.6147035,262.616982
b0462,125.877859666667,129.139894,129.9852115,140.337858
b0463,186.77048,216.417336,191.171116,213.387622
b0464,70.5180273333333,72.4939035,74.67984,85.216459
b0465,28.0245286666667,30.3733185,26.1471945,27.359858
b0466,134.015576333333,131.69363,148.2975205,92.232397
b0467,46.7215083333333,42.272627,48.916507,47.360231
b0468,271.693664333333,220.598073,202.8967975,204.322826
b0469,62.4350186666667,57.727494,62.883621,53.882349
b0470,61.7345606666667,63.185654,49.78634,51.975966
b0470_1,0,0,0,0
b0471,1434.52157333333,1430.5883595,1265.9086425,1250.46659
b0472,63.840875,53.9968575,54.5899305,39.465262
b0473,197.580333333333,111.775272,230.2887285,135.987173
b0474,749.291546666667,716.4940425,938.2423575,793.998729
b0475,29.890507,24.2172765,28.8289995,35.258035
b0476,10.1094586666667,13.7267245,10.575095,12.774429
b0477,51.947961,65.5409295,50.427244,56.170166
b0478,76.519586,78.170381,75.7299895,89.076546
b0479,22.9842483333333,21.178528,18.8492455,26.850107
b0480,126.953344,130.9134745,114.842808,129.804414
b0481,33.4551293333333,36.04435,30.4101295,32.766916
b0482,75.2165403333333,61.7171235,61.490469,49.546233
b0483,646.161517333333,608.600435,692.099529,675.788069
b0484,25.8714173333333,22.188232,19.693067,22.27487
b0485,53.0151366666667,24.389037,35.754915,39.800763
b0486,11.4311803333333,7.4643715,6.8246055,12.262206
b0487,502.227051,538.978493,395.418624,602.056505
b0488,12.916289,15.134805,9.778187,11.025715
b0489,74.6968243333333,90.2527705,64.6380435,98.002525
b0490,51.1967843333333,82.851467,58.275642,62.382431
b0491,29.8086436666667,27.453811,23.7925115,31.99458
b0492,254.200280666667,224.031359,238.864759,228.624327
b0493,101.488058666667,95.1448675,75.221301,90.551609
b0494,47.3777646666667,37.3711555,31.4262275,52.151149
b0495,27.0212496666667,26.9186715,16.537674,26.798424
b0496,25.3421303333333,24.586408,23.20837,22.60286
b0497,23.087989,27.323228,24.0036835,28.159974
b0498,59.7815306666667,93.238217,50.8385005,42.84595
b0499,20.0831396666667,26.1007875,12.863867,17.175189
b0501,8.15037733333333,18.029724,8.400492,6.906167
b4632,0,0,0,0
b0502,43.5092526666667,27.6053525,21.84919,18.78376
b0503,19.0430936666667,17.031006,17.7949735,19.698289
b0504,4.32009,6.1571505,5.2348735,9.558383
b0505,8.19565033333333,6.1293155,8.334903,13.178867
b0506,551.387445,560.73008,414.000397,457.694412
b0507,3.532658,3.010682,2.7835055,4.280166
b0508,5.68148866666667,5.813202,4.9112445,5.361502
b0509,1.54259866666667,1.9143875,1.651471,1.642913
b0511,0.484822666666667,1.510533,0.740874,1.302308
b0512,3.326299,5.382135,2.910001,5.168762
b0513,0.585793333333333,0.663903,0.5835875,0.496281
b0514,21.9209993333333,23.5591165,16.198734,27.604856
b0515,63.498763,93.6362925,45.8384155,83.919725
b0516,17.584952,23.9260445,17.144905,20.365138
b0517,0.955594666666667,0.562422,0.4425315,0
b0518,0.433818,0.2734745,0.5067225,0.924078
b4572,3.855474,3.386481,4.3166955,2.582967
b0520,1.89212533333333,1.450637,1.834374,0.909929
b0521,5.36868066666667,5.17727,4.422542,2.80991
b0522,111.320993666667,52.996063,95.040602,56.559131
b0523,24.9018416666667,8.046519,27.723808,16.702217
b0524,17.0170726666667,14.879875,25.1527,10.272399
b0525,1150.23036166667,951.1490295,900.6350825,784.739416
b0526,112.926111333333,170.6828895,111.6964305,215.326646
b0527,1.31598466666667,1.4213935,2.687184,2.680948
b0528,41.2063833333333,39.6703495,49.2530965,52.819279
b0529,102.255075666667,98.0998065,96.1650765,96.252998
b0530,3.050165,0.6577605,1.9109055,4.190814
b0531,0.247041333333333,1.2139455,0.5800325,0
b0532,1.37619266666667,2.6646275,2.1176975,4.361393
b0533,0.67716,1.839782,1.0585545,2.473195
b0534,1.99169566666667,2.519438,3.016163,1.821665
b0535,2.171599,5.6723965,1.753586,1.317681
b0537,216.809482,206.1188325,155.830274,189.122157
b4633,341.025912666667,373.74965,264.9963245,348.523073
b0539,22.6554163333333,29.3420795,26.284241,0
b0542,116.615052666667,114.41312,102.825859,112.502212
b0543,25.6638076666667,24.7507515,34.5183625,32.239238
