Names,NAB,CAB_1,CAB_2
b2542,7.82755033333333,8.155674,7.82986166666667
b2543,45.26429,37.3034246666667,40.825329
b2544,13.393188,13.528867,12.396427
b2545,8.14303466666667,7.80213533333333,8.418639
b2546,3.405716,3.25293466666667,2.87163766666667
b2547,2.89035966666667,2.72685933333333,3.072366
b2548,1.732259,1.39997233333333,1.70777033333333
b2549,2.632514,2.74417233333333,2.639843
b2550,7.14116966666667,7.77924233333333,8.748878
b2551,626.330145,613.583681333333,665.500555666667
b2552,23.113489,24.6819253333333,26.4326226666667
b2553,262.695007333333,257.210071666667,266.188987666667
b2554,25.4099726666667,24.4988053333333,26.8370053333333
b2555,36.6312166666667,35.114859,35.6464203333333
b2556,27.9355783333333,25.5606846666667,25.014669
b2557,80.9622646666667,84.9385943333333,80.2566103333333
b2558,7.66882433333333,9.115159,7.57876066666667
b2559,88.8182316666667,84.4851736666667,76.743062
b2560,73.0919523333333,79.7945746666667,69.3841476666667
b2561,18.5378823333333,17.3284046666667,15.57676
b2562,17.5700923333333,20.7592426666667,19.6429543333333
b4687,0,0,0
b2563,73.6213466666667,67.705662,77.0427046666667
b2564,180.081751,176.094731,181.094484666667
b2565,43.5981816666667,43.8399983333333,41.694874
b2566,133.503359666667,148.112749666667,131.888238333333
b2567,88.4080723333333,103.273235333333,88.3588923333333
b2568,203.684930333333,202.487884333333,184.575521
b2569,191.873848,185.051982666667,180.839515
b2570,257.777336333333,267.290374333333,244.498174
b2571,363.805167,348.565784,362.903886666667
b2572,3079.032627,2666.25518533333,3213.429749
b2573,1733.619637,1618.310895,1588.74740866667
b4725,47.118025,53.9417206666667,69.9914746666667
b2574,12.047049,12.8442943333333,11.428293
b2575,21.6159763333333,25.8925553333333,23.465943
b2576,88.5608446666667,86.020259,89.2844666666667
b2577,27.4683683333333,27.710026,28.2511226666667
b2578,28.824381,27.381172,22.3785016666667
b2579,2764.48649733333,3102.99491666667,2787.388421
b2580,50.2359053333333,54.7289813333333,50.9123866666667
b2581,153.289086333333,158.129248,152.239111333333
b2582,64.7264583333333,74.557485,68.3419486666667
b2583,22.166139,19.9550356666667,21.3411593333333
b2584,154.777354,139.129284333333,152.547961666667
b2585,142.997825666667,133.149794333333,131.540166
