Names,NAB,CAB_1,CAB_2,CAB_3,CAB_4
b0505,16.3990275,103.399635,173.080496,27.979739,9.35347966666667
b0506,57.8467135,91.255635,102.829602,83.2150166666667,141.356991
b0507,1.097716,3.114331,6.472946,2.97658466666667,3.14178966666667
b0508,1.139408,2.636328,1.70379133333333,1.04955533333333,0.521814333333333
b0509,3.321023,3.84742,1.54339933333333,2.06904333333333,2.272655
b0511,2.102723,0.567169,4.51963766666667,2.15651433333333,2.158044
b0512,5.068907,13.535613,9.41699533333333,12.6498143333333,3.69220766666667
b0513,3.5386005,0.325428,0.878195,3.61870433333333,4.297867
b0514,11.6625795,7.661158,10.2455286666667,5.91343866666667,5.228161
b0515,5.8945965,1.943095,6.12926233333333,6.859039,5.14158266666667
b0516,9.3798915,44.486383,6.56478,9.65166533333333,5.77516933333333
b0517,17.0551405,93.720036,13.207768,15.0562473333333,10.436021
b0518,1.217957,14.672243,2.512673,2.255868,2.600537
b4572,1.191648,13.227475,2.74568233333333,1.20677666666667,3.836672
b0520,0.555134,20.21098,7.240384,5.51886833333333,9.58792833333333
b0521,2.233245,1.609589,3.212563,2.81123533333333,4.01698133333333
b0522,69.4654825,159.746039,7.97774166666667,3.04499833333333,5.09714266666667
b0523,77.4059055,206.23726,6.930923,8.12652566666667,5.578718
b0524,20.304338,25.785624,15.2777003333333,8.98840433333333,17.791413
b0525,558.227424,949.934111,342.479828666667,498.971117333333,366.565349333333
b0526,35.0328225,61.412346,29.474612,22.7027173333333,57.975755
b0527,1.1299165,3.933239,2.45120766666667,6.798345,14.005758
b0528,15.1566775,0,61.8803303333333,67.1426446666667,76.337142
b0529,75.557669,126.69214,87.2209613333333,48.0595523333333,75.1529913333333
b0530,2.0410135,2.424909,5.836626,3.75078133333333,2.94981933333333
b0531,1.0015555,0.788323,0.549618,0.949871666666667,2.022653
b0532,6.659474,5.049534,3.65796266666667,2.27770966666667,2.77532533333333
b0533,1.8942375,1.877499,0.662005333333333,1.82950433333333,1.019473
b0534,5.8095015,2.684498,1.57842133333333,0.964603,4.360861
b0535,4.6946085,4.583495,3.22182333333333,0.887765666666667,0.58031
b0537,0,0,0,0,0
b4633,0,0,0,0,0
b0539,3.363752,0,0,2.578614,8.679259
b0542,0,0,0,0,0
b0543,0,0,0,0,0
b4733,0,0,0,0,0
b0544,0.0621895,0,0,0,0
b0545,0,0,0,0,0
b0546,0,0,0,0,0
b4588,0,0,0,0,0
b0547,0,0,0,0,0
b0548,0,0,0,0,0
b0549,0,0,0,0,0
b0550,0,0,0,0,0
b4509,0,0,0,0,0
b0551,0,0,0,0,0
b0553,0,0,0,0,0
b0554,0,0,0,0,0
b0555,0,0,0,0,0
b0556,0,0,0,0,0
b4510,0,0,0,0,0
b0557,0,0,0,0,0
b0558,0,0,0,0,0
b0559,0,0,0,0,0
b4589,0,0,0,0,0
